id_commune,target_REM_wins_2022_t2,abstentions_2017_t1,abstentions_2017_t2,abstentions_2022_t1,abstentions_2022_t2,blancs_2017_t1,blancs_2017_t2,blancs_2022_t1,blancs_2022_t2,exprimes_2017_t1,exprimes_2017_t2,exprimes_2022_t1,exprimes_2022_t2,inscrits_2017_t1,inscrits_2017_t2,inscrits_2022_t1,inscrits_2022_t2,insee_log,insee_pop,nuls_2017_t1,nuls_2017_t2,nuls_2022_t1,nuls_2022_t2,pct_abs_ins_2017_t1,pct_abs_ins_2017_t2,pct_abs_ins_2022_t1,pct_abs_ins_2022_t2,pct_blancs_ins_2017_t1,pct_blancs_ins_2017_t2,pct_blancs_ins_2022_t1,pct_blancs_ins_2022_t2,pct_nuls_ins_2017_t1,pct_nuls_ins_2017_t2,pct_nuls_ins_2022_t1,pct_nuls_ins_2022_t2,pct_vot_ins_2017_t1,pct_vot_ins_2017_t2,pct_vot_ins_2022_t1,pct_vot_ins_2022_t2,sec_count_cambriolages_de_logement,sec_count_destructions_et_degradations_volontaires,sec_count_escroqueries_et_fraudes_aux_moyens_de_paiement,sec_count_trafic_de_stupefiants,sec_count_usage_de_stupefiants,sec_count_usage_de_stupefiants_afd,sec_count_violences_physiques_hors_cadre_familial,sec_count_violences_physiques_intrafamiliales,sec_count_violences_sexuelles,sec_count_vols_avec_armes,sec_count_vols_d_accessoires_sur_vehicules,sec_count_vols_dans_les_vehicules,sec_count_vols_de_vehicule,sec_count_vols_sans_violence_contre_des_personnes,sec_count_vols_violents_sans_arme,sec_rate_cambriolages_de_logement,sec_rate_destructions_et_degradations_volontaires,sec_rate_escroqueries_et_fraudes_aux_moyens_de_paiement,sec_rate_trafic_de_stupefiants,sec_rate_usage_de_stupefiants,sec_rate_usage_de_stupefiants_afd,sec_rate_violences_physiques_hors_cadre_familial,sec_rate_violences_physiques_intrafamiliales,sec_rate_violences_sexuelles,sec_rate_vols_avec_armes,sec_rate_vols_d_accessoires_sur_vehicules,sec_rate_vols_dans_les_vehicules,sec_rate_vols_de_vehicule,sec_rate_vols_sans_violence_contre_des_personnes,sec_rate_vols_violents_sans_arme,share_nuance_com_2022_t1,share_nuance_div_2017_t1,share_nuance_dlf_2017_t1,share_nuance_dlf_2022_t1,share_nuance_eelv_2022_t1,share_nuance_exg_2017_t1,share_nuance_exg_2022_t1,share_nuance_fi_2017_t1,share_nuance_fi_2022_t1,share_nuance_lr_2017_t1,share_nuance_lr_2022_t1,share_nuance_rec_2022_t1,share_nuance_rem_2017_t1,share_nuance_rem_2017_t2,share_nuance_rem_2022_t1,share_nuance_res_2017_t1,share_nuance_res_2022_t1,share_nuance_rn_2017_t1,share_nuance_rn_2017_t2,share_nuance_rn_2022_t1,share_nuance_soc_2017_t1,share_nuance_soc_2022_t1,votants_2017_t1,votants_2017_t2,votants_2022_t1,votants_2022_t2
69061,1,160.0,180.0,143.0,177.0,10.0,78.0,17.0,37.0,756.0,652.0,767.0,712.0,928.0,928.0,931.0,933.0,583.0,1198.0,2.0,18.0,4.0,7.0,17.24,19.4,15.36,18.97,1.08,8.41,1.83,3.97,0.22,1.94,0.43,0.75,82.76,80.6,84.64,81.03,2.6492537,3.3106061,4.2666667,1.7521368,3.0299401,0.0,2.721519,3.0404624,2.4517766,0.0,0.0,2.4964539,2.3846154,2.6805556,0.0,5.1599952,3.5081804,5.0485131,0.3375502,1.306157,0.0,1.4219906,1.9820933,1.0619796,0.0,0.0,1.5184457,1.4076726,2.2745888,0.0,1.3,0.53,5.29,3.0,5.61,1.19,0.65,12.96,15.78,30.95,7.82,10.43,21.56,60.89,29.6,1.32,1.96,22.88,39.11,21.25,3.31,2.61,768.0,748.0,788.0,756.0
69062,1,79.0,96.0,93.0,103.0,16.0,34.0,11.0,36.0,510.0,467.0,536.0,492.0,608.0,608.0,642.0,642.0,339.0,794.0,3.0,11.0,2.0,11.0,12.99,15.79,14.49,16.04,2.63,5.59,1.71,5.61,0.49,1.81,0.31,1.71,87.01,84.21,85.51,83.96,2.6492537,3.3106061,4.2666667,0.0,0.0,0.0,2.721519,3.0404624,2.4517766,0.0,0.0,2.4964539,2.3846154,2.6805556,0.0,5.1599952,3.5081804,5.0485131,0.0,0.0,0.0,1.4219906,1.9820933,1.0619796,0.0,0.0,1.5184457,1.4076726,2.2745888,0.0,1.12,0.39,13.53,4.66,5.6,1.5699999999999998,0.93,12.75,15.11,24.71,8.21,8.21,20.98,65.1,28.17,1.57,2.8,20.39,34.9,22.57,4.12,2.61,529.0,512.0,549.0,539.0
69063,1,514.0,657.0,608.0,724.0,25.0,201.0,32.0,117.0,2744.0,2378.0,2763.0,2541.0,3290.0,3290.0,3416.0,3418.0,2052.0,4604.0,7.0,54.0,13.0,36.0,15.62,19.97,17.8,21.18,0.76,6.11,0.94,3.42,0.21,1.64,0.38,1.05,84.38,80.03,82.2,78.82,32.0,32.0,37.0,0.0,6.0,6.2348485,15.0,3.0404624,2.4517766,1.046875,21.0,41.0,24.0,35.0,1.7640449,15.5923501,6.9504778,8.03649,0.0,1.3032146,1.7948427,3.2580365,1.9820933,1.0619796,0.1055371,4.5612511,8.9052997,5.2128584,7.6020851,0.3546356,1.09,0.48,3.21,1.77,5.72,0.59,0.47,10.09,12.38,43.44,8.79,12.52,28.35,78.85,41.4,0.66,1.88,9.51,21.15,12.6,3.68,1.38,2776.0,2633.0,2808.0,2694.0
69064,1,554.0,644.0,574.0,666.0,44.0,199.0,40.0,136.0,2096.0,1791.0,2116.0,1919.0,2703.0,2703.0,2750.0,2749.0,2068.0,3945.0,9.0,69.0,20.0,28.0,20.5,23.83,20.87,24.23,1.63,7.36,1.45,4.95,0.33,2.55,0.73,1.02,79.5,76.17,79.13,75.77,11.0,30.0,27.0,1.7521368,8.0,6.2348485,16.0,13.0,2.4517766,1.046875,2.7266667,17.0,24.0,18.0,1.7640449,5.3193509,7.6045627,6.8441065,0.3375502,2.0278834,1.7948427,4.0557668,3.2953105,1.0619796,0.1055371,1.1839424,4.3092522,6.0836502,4.5627376,0.3546356,2.41,1.5699999999999998,4.77,1.98,6.57,1.62,1.56,18.56,21.12,18.46,5.29,7.61,26.05,69.29,29.11,1.1,2.65,19.04,30.71,19.47,8.83,2.22,2149.0,2059.0,2176.0,2083.0
69065,0,101.0,113.0,150.0,154.0,14.0,57.0,7.0,29.0,543.0,473.0,542.0,512.0,661.0,661.0,700.0,701.0,439.0,993.0,3.0,18.0,1.0,6.0,15.28,17.1,21.43,21.97,2.12,8.62,1.0,4.14,0.45,2.72,0.14,0.86,84.72,82.9,78.57,78.03,2.6492537,3.3106061,4.2666667,0.0,0.0,0.0,2.721519,3.0404624,2.4517766,0.0,2.7266667,2.4964539,2.3846154,2.6805556,0.0,5.1599952,3.5081804,5.0485131,0.0,0.0,0.0,1.4219906,1.9820933,1.0619796,0.0,1.1839424,1.5184457,1.4076726,2.2745888,0.0,0.92,0.73,9.58,2.21,3.51,0.92,1.47,9.02,13.47,21.18,3.69,9.59,17.86,43.76,26.75,1.84,3.69,35.36,56.24,32.47,3.5,2.21,560.0,548.0,550.0,547.0
69066,0,614.0,751.0,751.0,806.0,56.0,265.0,54.0,161.0,2595.0,2192.0,2317.0,2107.0,3289.0,3288.0,3137.0,3138.0,2773.0,4329.0,24.0,80.0,15.0,64.0,18.67,22.84,23.94,25.69,1.7,8.06,1.72,5.13,0.73,2.43,0.48,2.04,81.33,77.16,76.06,74.31,16.0,19.0,27.0,1.7521368,3.0299401,6.2348485,12.0,8.0,2.4517766,0.0,2.7266667,2.4964539,2.3846154,12.0,1.7640449,5.7702339,4.3890044,6.2370062,0.3375502,1.306157,1.7948427,2.7720028,1.8480018,1.0619796,0.0,1.1839424,1.5184457,1.4076726,2.7720028,0.3546356,2.07,0.73,7.21,3.28,2.2,1.42,1.56,13.68,13.03,23.51,7.29,7.77,19.96,54.88,23.87,1.19,3.63,29.13,45.12,33.79,3.16,1.51,2675.0,2537.0,2386.0,2332.0
69067,1,130.0,168.0,223.0,229.0,9.0,57.0,10.0,52.0,723.0,620.0,687.0,630.0,866.0,866.0,925.0,925.0,589.0,1178.0,4.0,21.0,5.0,14.0,15.01,19.4,24.11,24.76,1.04,6.58,1.08,5.62,0.46,2.42,0.54,1.51,84.99,80.6,75.89,75.24,2.6492537,9.0,4.2666667,0.0,3.0299401,6.2348485,2.721519,3.0404624,2.4517766,0.0,0.0,2.4964539,2.3846154,2.6805556,0.0,5.1599952,7.6400679,5.0485131,0.0,1.306157,1.7948427,1.4219906,1.9820933,1.0619796,0.0,0.0,1.5184457,1.4076726,2.2745888,0.0,1.89,0.97,8.44,3.78,4.51,1.52,2.04,13.0,14.56,26.42,7.42,8.88,17.57,58.87,28.68,1.66,3.06,26.69,41.13,23.44,3.73,1.75,736.0,698.0,702.0,696.0
69068,1,340.0,375.0,357.0,423.0,25.0,120.0,15.0,76.0,1409.0,1256.0,1460.0,1322.0,1782.0,1782.0,1842.0,1843.0,1142.0,2541.0,8.0,31.0,10.0,22.0,19.08,21.04,19.38,22.95,1.4,6.73,0.81,4.12,0.45,1.74,0.54,1.19,80.92,78.96,80.62,77.05,8.0,11.0,11.0,1.7521368,3.0299401,6.2348485,2.721519,6.0,2.4517766,0.0,2.7266667,2.4964539,2.3846154,17.0,1.7640449,7.0070961,4.3290043,4.3290043,0.3375502,1.306157,1.7948427,1.4219906,2.3612751,1.0619796,0.0,1.1839424,1.5184457,1.4076726,6.6902794,0.3546356,1.58,0.78,3.48,2.95,6.58,1.2,2.05,20.79,22.12,25.98,5.0,8.36,25.98,74.28,34.32,0.85,1.37,13.06,25.72,13.7,7.88,1.99,1442.0,1407.0,1485.0,1420.0
69069,1,1445.0,1721.0,1721.0,2020.0,88.0,507.0,109.0,296.0,6400.0,5579.0,6732.0,6168.0,7961.0,7961.0,8588.0,8591.0,5707.0,12170.0,28.0,154.0,26.0,107.0,18.15,21.62,20.04,23.51,1.11,6.37,1.27,3.45,0.35,1.93,0.3,1.25,81.85,78.38,79.96,76.49,36.0,92.0,75.0,1.7521368,38.0,28.0,15.0,24.0,14.0,1.046875,2.7266667,16.0,29.0,78.0,1.7640449,6.3076954,7.5595727,6.1626952,0.3375502,3.1224322,2.3007395,1.232539,1.9720624,1.1503698,0.1055371,1.1839424,1.3147083,2.3829088,6.409203,0.3546356,1.87,1.0899999999999999,5.5,2.57,5.08,1.11,0.8600000000000001,14.17,16.15,27.08,6.28,8.14,28.44,73.02,37.49,0.61,1.81,16.33,26.98,18.3,5.67,1.44,6516.0,6240.0,6867.0,6571.0
69070,0,145.0,171.0,177.0,182.0,10.0,76.0,14.0,35.0,727.0,631.0,725.0,693.0,898.0,897.0,917.0,919.0,692.0,1357.0,16.0,19.0,1.0,9.0,16.15,19.06,19.3,19.8,1.11,8.47,1.53,3.81,1.78,2.12,0.11,0.98,83.85,80.94,80.7,80.2,2.6492537,3.3106061,7.0,0.0,3.0299401,0.0,2.721519,3.0404624,2.4517766,0.0,2.7266667,2.4964539,2.3846154,2.6805556,0.0,5.1599952,3.5081804,5.1584377,0.0,1.306157,0.0,1.4219906,1.9820933,1.0619796,0.0,1.1839424,1.5184457,1.4076726,2.2745888,0.0,1.52,1.93,6.74,5.24,4.14,0.6900000000000001,0.6900000000000001,15.82,16.69,19.81,6.9,8.55,17.88,50.4,21.1,1.93,3.86,31.91,49.6,30.34,3.3,0.97,753.0,726.0,740.0,737.0
69071,1,140.0,165.0,119.0,157.0,7.0,53.0,12.0,55.0,700.0,608.0,751.0,664.0,848.0,840.0,885.0,887.0,496.0,1186.0,1.0,14.0,3.0,11.0,16.51,19.64,13.45,17.7,0.83,6.31,1.36,6.2,0.12,1.67,0.34,1.24,83.49,80.36,86.55,82.3,5.0,3.3106061,4.2666667,0.0,3.0299401,6.2348485,2.721519,3.0404624,2.4517766,0.0,2.7266667,2.4964539,2.3846154,2.6805556,1.7640449,10.0839183,3.5081804,5.0485131,0.0,1.306157,1.7948427,1.4219906,1.9820933,1.0619796,0.0,1.1839424,1.5184457,1.4076726,2.2745888,0.3546356,2.66,1.5699999999999998,4.71,1.07,9.59,1.2799999999999998,1.06,16.43,18.38,30.14,8.26,7.99,26.86,76.97,34.89,0.43,1.73,12.29,23.03,12.65,6.29,1.73,708.0,675.0,766.0,730.0
69072,1,1210.0,1447.0,1265.0,1531.0,53.0,400.0,56.0,260.0,5207.0,4528.0,5415.0,4914.0,6492.0,6487.0,6755.0,6759.0,3911.0,8980.0,22.0,112.0,19.0,54.0,18.64,22.31,18.73,22.65,0.82,6.17,0.83,3.85,0.34,1.73,0.28,0.8,81.36,77.69,81.27,77.35,44.0,67.0,84.0,1.7521368,54.0,47.0,15.0,30.0,17.0,1.046875,31.0,61.0,35.0,123.0,1.7640449,11.2489278,7.4610245,9.3541203,0.3375502,6.013363,5.233853,1.6703786,3.3407572,1.8930958,0.1055371,3.4521158,6.7928731,3.8975501,13.6971047,0.3546356,0.81,0.82,4.55,1.63,5.24,0.71,0.48,10.1,14.0,38.28,8.46,12.24,28.92,78.6,40.7,0.61,1.5,11.29,21.4,13.81,4.71,1.13,5282.0,5040.0,5490.0,5228.0
69074,1,144.0,175.0,158.0,175.0,9.0,88.0,15.0,56.0,975.0,851.0,974.0,914.0,1129.0,1129.0,1151.0,1154.0,707.0,1574.0,1.0,15.0,4.0,9.0,12.75,15.5,13.73,15.16,0.8,7.79,1.3,4.85,0.09,1.33,0.35,0.78,87.25,84.5,86.27,84.84,10.0,3.3106061,5.0,1.7521368,3.0299401,6.2348485,2.721519,3.0404624,2.4517766,0.0,2.7266667,2.4964539,2.3846154,2.6805556,0.0,14.1445926,3.5081804,3.1766201,0.3375502,1.306157,1.7948427,1.4219906,1.9820933,1.0619796,0.0,1.1839424,1.5184457,1.4076726,2.2745888,0.0,1.13,1.03,6.36,1.75,5.44,0.72,1.02,13.54,12.63,29.03,5.75,9.24,24.51,66.98,35.63,0.92,2.67,19.38,33.02,23.1,4.51,1.64,985.0,954.0,993.0,979.0
69075,0,13.0,21.0,14.0,18.0,3.0,6.0,5.0,6.0,110.0,99.0,108.0,104.0,126.0,126.0,128.0,128.0,88.0,196.0,0.0,0.0,1.0,0.0,10.32,16.67,10.94,14.06,2.38,4.76,3.91,4.69,0.0,0.0,0.78,0.0,89.68,83.33,89.06,85.94,2.6492537,3.3106061,4.2666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3846154,2.6805556,0.0,5.1599952,3.5081804,5.0485131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4076726,2.2745888,0.0,0.0,2.73,11.82,4.63,2.78,0.91,0.93,9.09,13.89,17.27,1.85,11.11,19.09,45.45,23.15,0.91,4.63,33.64,54.55,35.19,4.55,1.85,113.0,105.0,114.0,110.0
69076,1,300.0,395.0,306.0,376.0,28.0,166.0,32.0,87.0,1847.0,1588.0,1947.0,1807.0,2178.0,2178.0,2289.0,2288.0,1083.0,2607.0,3.0,29.0,4.0,18.0,13.77,18.14,13.37,16.43,1.29,7.62,1.4,3.8,0.14,1.33,0.17,0.79,86.23,81.86,86.63,83.57,20.0,3.3106061,16.0,0.0,3.0299401,6.2348485,2.721519,3.0404624,2.4517766,0.0,2.7266667,2.4964539,2.3846154,5.0,1.7640449,18.4735018,3.5081804,6.1373226,0.0,1.306157,1.7948427,1.4219906,1.9820933,1.0619796,0.0,1.1839424,1.5184457,1.4076726,1.9179133,0.3546356,0.87,0.54,4.71,1.69,5.55,0.48,0.66,8.01,9.71,41.15,8.99,15.25,25.93,71.66,37.8,0.6,2.21,14.67,28.34,16.28,3.9,0.98,1878.0,1783.0,1983.0,1912.0
69077,0,100.0,128.0,157.0,169.0,15.0,49.0,12.0,41.0,567.0,496.0,657.0,613.0,686.0,686.0,830.0,832.0,435.0,1178.0,4.0,13.0,4.0,9.0,14.58,18.66,18.92,20.31,2.19,7.14,1.45,4.93,0.58,1.9,0.48,1.08,85.42,81.34,81.08,79.69,2.6492537,3.3106061,4.2666667,1.7521368,3.0299401,0.0,2.721519,3.0404624,2.4517766,0.0,19.0,24.0,2.3846154,2.6805556,0.0,5.1599952,3.5081804,5.0485131,0.3375502,1.306157,0.0,1.4219906,1.9820933,1.0619796,0.0,16.1290323,20.3735144,1.4076726,2.2745888,0.0,2.28,1.06,7.05,3.81,2.59,0.88,1.67,12.17,10.96,18.17,4.57,10.81,14.46,40.93,21.16,0.71,2.89,41.27,59.07,38.05,4.23,1.22,586.0,558.0,673.0,663.0
69078,1,68.0,97.0,74.0,98.0,14.0,30.0,8.0,27.0,492.0,444.0,498.0,452.0,577.0,577.0,583.0,583.0,372.0,842.0,3.0,6.0,3.0,6.0,11.79,16.81,12.69,16.81,2.43,5.2,1.37,4.63,0.52,1.04,0.51,1.03,88.21,83.19,87.31,83.19,2.6492537,3.3106061,4.2666667,0.0,0.0,0.0,0.0,0.0,2.4517766,0.0,0.0,0.0,2.3846154,2.6805556,0.0,5.1599952,3.5081804,5.0485131,0.0,0.0,0.0,0.0,0.0,1.0619796,0.0,0.0,0.0,1.4076726,2.2745888,0.0,1.0,1.63,12.4,4.02,6.02,1.83,0.8,13.21,15.86,19.72,4.22,6.02,19.51,65.09,29.52,1.02,2.61,26.22,34.91,28.71,4.47,1.2,509.0,480.0,509.0,485.0
69080,0,177.0,212.0,224.0,249.0,30.0,98.0,25.0,67.0,1026.0,907.0,1092.0,1016.0,1235.0,1235.0,1346.0,1345.0,765.0,1940.0,2.0,18.0,5.0,13.0,14.33,17.17,16.64,18.51,2.43,7.94,1.86,4.98,0.16,1.46,0.37,0.97,85.67,82.83,83.36,81.49,9.0,6.0,4.2666667,0.0,3.0299401,0.0,2.721519,3.0404624,2.4517766,0.0,2.7266667,2.4964539,2.3846154,2.6805556,0.0,11.7598961,3.0927835,5.0485131,0.0,1.306157,0.0,1.4219906,1.9820933,1.0619796,0.0,1.1839424,1.5184457,1.4076726,2.2745888,0.0,1.65,1.1700000000000002,6.73,3.02,3.94,1.27,0.74,16.08,12.64,17.15,3.94,10.62,21.64,55.24,27.93,1.36,3.02,30.51,44.76,30.13,4.09,2.38,1058.0,1023.0,1122.0,1096.0
69081,1,3709.0,4254.0,2331.0,2765.0,97.0,755.0,103.0,432.0,9689.0,8292.0,9475.0,8623.0,13518.0,13521.0,11937.0,11942.0,9034.0,18019.0,23.0,220.0,28.0,122.0,27.44,31.46,19.53,23.15,0.72,5.58,0.86,3.62,0.17,1.63,0.23,1.02,72.56,68.54,80.47,76.85,101.0,91.0,96.0,1.7521368,11.0,5.0,29.0,36.0,19.0,1.046875,40.0,102.0,38.0,147.0,22.0,11.1804841,5.0502248,5.3277096,0.3375502,0.6104667,0.2774849,1.6094123,1.9978911,1.0544425,0.1055371,2.219879,5.6606915,2.1088851,8.1580554,1.2209335,1.01,0.88,3.12,1.57,4.34,0.57,0.62,10.91,14.13,43.77,10.23,14.4,26.79,79.55,39.68,0.54,1.57,9.99,20.45,11.44,3.43,1.0,9809.0,9267.0,9606.0,9177.0
69082,1,15.0,31.0,27.0,32.0,2.0,31.0,1.0,11.0,185.0,139.0,166.0,152.0,202.0,202.0,195.0,195.0,154.0,278.0,0.0,1.0,1.0,0.0,7.43,15.35,13.85,16.41,0.99,15.35,0.51,5.64,0.0,0.5,0.51,0.0,92.57,84.65,86.15,83.59,0.0,3.3106061,4.2666667,0.0,0.0,0.0,0.0,3.0404624,0.0,0.0,0.0,0.0,0.0,2.6805556,0.0,0.0,3.5081804,5.0485131,0.0,0.0,0.0,0.0,1.9820933,0.0,0.0,0.0,0.0,0.0,2.2745888,0.0,1.81,0.54,5.95,3.01,1.2,0.54,0.6,10.81,8.43,31.89,15.66,8.43,20.0,53.96,34.94,1.08,3.01,23.78,46.04,21.69,5.41,1.2,187.0,171.0,168.0,163.0
69083,1,105.0,143.0,111.0,138.0,8.0,59.0,8.0,42.0,737.0,635.0,754.0,689.0,852.0,852.0,875.0,875.0,471.0,1169.0,2.0,15.0,2.0,6.0,12.32,16.78,12.69,15.77,0.94,6.92,0.91,4.8,0.23,1.76,0.23,0.69,87.68,83.22,87.31,84.23,2.6492537,3.3106061,4.2666667,0.0,3.0299401,6.2348485,0.0,3.0404624,2.4517766,0.0,2.7266667,2.4964539,2.3846154,2.6805556,0.0,5.1599952,3.5081804,5.0485131,0.0,1.306157,1.7948427,0.0,1.9820933,1.0619796,0.0,1.1839424,1.5184457,1.4076726,2.2745888,0.0,2.25,0.54,5.97,0.8,7.82,2.17,0.79,14.79,16.84,24.56,6.5,5.84,28.09,72.44,35.81,1.22,2.65,17.37,27.56,18.97,5.29,1.72,747.0,709.0,764.0,737.0
69084,1,165.0,180.0,178.0,186.0,23.0,72.0,16.0,50.0,783.0,703.0,774.0,724.0,974.0,974.0,975.0,975.0,768.0,1351.0,3.0,19.0,7.0,15.0,16.94,18.48,18.26,19.08,2.36,7.39,1.64,5.13,0.31,1.95,0.72,1.54,83.06,81.52,81.74,80.92,2.6492537,3.3106061,4.2666667,0.0,0.0,0.0,2.721519,3.0404624,2.4517766,0.0,0.0,2.4964539,2.3846154,2.6805556,0.0,5.1599952,3.5081804,5.0485131,0.0,0.0,0.0,1.4219906,1.9820933,1.0619796,0.0,0.0,1.5184457,1.4076726,2.2745888,0.0,2.33,0.77,7.15,1.68,4.65,1.54,1.4300000000000002,7.02,7.11,27.84,5.94,8.79,22.35,60.31,32.56,1.79,4.01,27.08,39.69,29.97,4.47,1.55,809.0,794.0,797.0,789.0
69085,1,153.0,157.0,186.0,222.0,11.0,84.0,22.0,60.0,866.0,772.0,877.0,805.0,1034.0,1034.0,1091.0,1092.0,645.0,1549.0,4.0,21.0,6.0,5.0,14.8,15.18,17.05,20.33,1.06,8.12,2.02,5.49,0.39,2.03,0.55,0.46,85.2,84.82,82.95,79.67,2.6492537,3.3106061,17.0,1.7521368,3.0299401,6.2348485,2.721519,3.0404624,2.4517766,0.0,2.7266667,14.0,2.3846154,2.6805556,0.0,5.1599952,3.5081804,10.9748225,0.3375502,1.306157,1.7948427,1.4219906,1.9820933,1.0619796,0.0,1.1839424,9.0380891,1.4076726,2.2745888,0.0,1.82,1.04,3.0,2.39,5.7,1.85,0.91,14.9,14.82,31.64,7.64,8.32,26.67,76.55,38.43,1.04,2.74,13.86,23.45,16.08,6.0,1.14,881.0,877.0,905.0,870.0
69086,1,281.0,308.0,301.0,362.0,21.0,120.0,20.0,108.0,1503.0,1353.0,1584.0,1421.0,1808.0,1808.0,1909.0,1910.0,1003.0,2299.0,3.0,27.0,4.0,19.0,15.54,17.04,15.77,18.95,1.16,6.64,1.05,5.65,0.17,1.49,0.21,0.99,84.46,82.96,84.23,81.05,16.0,11.0,14.0,1.7521368,3.0299401,6.2348485,2.721519,3.0404624,2.4517766,0.0,2.7266667,2.4964539,2.3846154,5.0,1.7640449,15.9577231,4.784689,6.0896042,0.3375502,1.306157,1.7948427,1.4219906,1.9820933,1.0619796,0.0,1.1839424,1.5184457,1.4076726,2.1748586,0.3546356,1.7,1.5999999999999999,4.79,2.08,6.82,0.67,0.88,14.57,14.52,25.15,5.11,8.59,27.61,69.33,37.25,0.33,2.9,19.1,30.67,18.5,6.19,1.64,1527.0,1500.0,1608.0,1548.0
69087,1,338.0,413.0,395.0,455.0,19.0,142.0,6.0,87.0,1920.0,1707.0,1922.0,1778.0,2284.0,2284.0,2344.0,2345.0,1213.0,3070.0,7.0,22.0,21.0,25.0,14.8,18.08,16.85,19.4,0.83,6.22,0.26,3.71,0.31,0.96,0.9,1.07,85.2,81.92,83.15,80.6,10.0,36.0,14.0,0.0,3.0299401,6.2348485,2.721519,3.0404624,2.4517766,0.0,2.7266667,2.4964539,2.3846154,14.0,1.7640449,8.2447475,11.7263844,4.5602606,0.0,1.306157,1.7948427,1.4219906,1.9820933,1.0619796,0.0,1.1839424,1.5184457,1.4076726,4.5602606,0.3546356,1.46,0.88,3.91,1.14,7.8,0.6799999999999999,0.52,13.85,16.13,32.4,7.7,7.23,31.3,80.08,40.69,0.47,1.14,10.42,19.92,13.84,6.09,2.34,1946.0,1871.0,1949.0,1890.0
69088,1,1062.0,1260.0,1155.0,1377.0,55.0,287.0,66.0,232.0,3631.0,3156.0,3758.0,3319.0,4768.0,4768.0,4993.0,4993.0,3543.0,7005.0,20.0,65.0,14.0,65.0,22.27,26.43,23.13,27.58,1.15,6.02,1.32,4.65,0.42,1.36,0.28,1.3,77.73,73.57,76.87,72.42,21.0,78.0,58.0,1.7521368,15.0,8.0,19.0,20.0,2.4517766,1.046875,12.0,44.0,29.0,55.0,1.7640449,5.9268618,11.1349036,8.2798001,0.3375502,2.1413276,1.1420414,2.7123483,2.8551035,1.0619796,0.1055371,1.7130621,6.2812277,4.1399001,7.8515346,0.3546356,1.38,1.4100000000000001,5.29,2.37,5.19,1.07,1.28,16.91,19.9,24.9,5.53,9.15,27.87,72.24,34.73,0.72,1.25,16.69,27.76,17.35,5.15,1.86,3706.0,3508.0,3838.0,3616.0
69089,1,1623.0,1785.0,1745.0,2121.0,129.0,611.0,124.0,368.0,7750.0,6947.0,8106.0,6133.0,9523.0,9521.0,10008.0,10001.0,6565.0,15664.0,21.0,178.0,33.0,1379.0,17.04,18.75,17.44,21.21,1.35,6.42,1.24,3.68,0.22,1.87,0.33,13.79,82.96,81.25,82.56,78.79,45.0,99.0,96.0,1.7521368,54.0,48.0,16.0,23.0,13.0,1.046875,17.0,42.0,38.0,135.0,1.7640449,6.8547221,6.3202247,6.1287028,0.3375502,3.4473953,3.0643514,1.0214505,1.468335,0.8299285,0.1055371,1.0852911,2.6813075,2.4259448,8.6184883,0.3546356,1.73,0.89,4.45,1.96,6.96,1.09,0.9299999999999999,15.16,17.97,27.6,6.72,8.4,31.78,79.53,37.49,0.79,1.75,11.82,20.47,14.26,6.41,1.83,7900.0,7736.0,8263.0,7880.0
69090,1,124.0,134.0,140.0,164.0,11.0,49.0,15.0,40.0,502.0,448.0,540.0,485.0,640.0,640.0,696.0,696.0,364.0,905.0,3.0,9.0,1.0,7.0,19.38,20.94,20.11,23.56,1.72,7.66,2.16,5.75,0.47,1.41,0.14,1.01,80.62,79.06,79.89,76.44,2.6492537,3.3106061,4.2666667,1.7521368,3.0299401,0.0,2.721519,3.0404624,2.4517766,0.0,2.7266667,2.4964539,2.3846154,2.6805556,0.0,5.1599952,3.5081804,5.0485131,0.3375502,1.306157,0.0,1.4219906,1.9820933,1.0619796,0.0,1.1839424,1.5184457,1.4076726,2.2745888,0.0,1.85,0.4,6.77,2.59,5.0,2.2,0.93,13.35,15.74,23.9,7.04,5.56,23.11,62.5,31.67,0.8,2.78,23.11,37.5,25.74,6.37,1.11,516.0,506.0,556.0,532.0
69091,1,3986.0,4229.0,3846.0,4810.0,121.0,495.0,77.0,407.0,7037.0,5750.0,7271.0,5871.0,11196.0,11193.0,11231.0,11235.0,9114.0,20943.0,52.0,719.0,37.0,147.0,35.6,37.78,34.24,42.81,1.08,4.42,0.69,3.62,0.46,6.42,0.33,1.31,64.4,62.22,65.76,57.19,59.0,268.0,105.0,15.0,198.0,152.0,119.0,122.0,37.0,1.046875,37.0,124.0,92.0,235.0,16.0,6.4736978,12.7966385,5.0136084,0.7162298,9.4542329,7.257795,5.6820895,5.8253354,1.7667001,0.1055371,1.7667001,5.9208327,4.3928759,11.220933,0.7639784,2.93,2.05,2.97,1.38,2.57,1.79,1.24,36.35,44.89,9.17,2.27,5.74,19.45,68.31,16.23,0.75,1.72,22.14,31.69,20.13,5.33,0.91,7210.0,6964.0,7385.0,6425.0
