code_departement;libelle_departement;code_commune;libelle_commune;annee_election;tour;inscrits;abstentions;votants;blancs;nuls;blancs_et_nuls;exprimes;pct_abs_ins;pct_vot_ins;pct_blancs_ins;pct_blancs_vot;pct_nuls_ins;pct_nuls_vot;pct_blancs_et_nuls_ins;pct_blancs_et_nuls_vot;pct_exprimes_ins;pct_exprimes_vot;numero_panneau;sexe;nom;prenom;voix;pct_voix_ins;pct_voix_exprimes;nuance;source_dataset;date_refresh
69;Rhône;104;Jullié;2022;2;322;57;265;27;6;33;232;17.7;82.3;8.39;10.19;1.86;2.26;10.25;12.45;72.05;87.55;2;F;LE PEN;Marine;111;34.47;47.84;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;105;Lacenas;2022;2;823;131;692;35;13;48;644;15.92;84.08;4.25;5.06;1.58;1.88;5.83;6.94;78.25;93.06;1;M;MACRON;Emmanuel;416;50.55;64.6;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;105;Lacenas;2022;2;823;131;692;35;13;48;644;15.92;84.08;4.25;5.06;1.58;1.88;5.83;6.94;78.25;93.06;2;F;LE PEN;Marine;228;27.7;35.4;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;106;Lachassagne;2022;2;944;120;824;46;15;61;763;12.71;87.29;4.87;5.58;1.59;1.82;6.46;7.4;80.83;92.6;1;M;MACRON;Emmanuel;465;49.26;60.94;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;106;Lachassagne;2022;2;944;120;824;46;15;61;763;12.71;87.29;4.87;5.58;1.59;1.82;6.46;7.4;80.83;92.6;2;F;LE PEN;Marine;298;31.57;39.06;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;107;Lamure-sur-Azergues;2022;2;759;167;592;31;8;39;553;22.0;78.0;4.08;5.24;1.05;1.35;5.14;6.59;72.86;93.41;1;M;MACRON;Emmanuel;260;34.26;47.02;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;107;Lamure-sur-Azergues;2022;2;759;167;592;31;8;39;553;22.0;78.0;4.08;5.24;1.05;1.35;5.14;6.59;72.86;93.41;2;F;LE PEN;Marine;293;38.6;52.98;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;108;Lancié;2022;2;754;151;603;37;14;51;552;20.03;79.97;4.91;6.14;1.86;2.32;6.76;8.46;73.21;91.54;1;M;MACRON;Emmanuel;288;38.2;52.17;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;108;Lancié;2022;2;754;151;603;37;14;51;552;20.03;79.97;4.91;6.14;1.86;2.32;6.76;8.46;73.21;91.54;2;F;LE PEN;Marine;264;35.01;47.83;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;109;Lantignié;2022;2;691;145;546;38;9;47;499;20.98;79.02;5.5;6.96;1.3;1.65;6.8;8.61;72.21;91.39;1;M;MACRON;Emmanuel;259;37.48;51.9;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;109;Lantignié;2022;2;691;145;546;38;9;47;499;20.98;79.02;5.5;6.96;1.3;1.65;6.8;8.61;72.21;91.39;2;F;LE PEN;Marine;240;34.73;48.1;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;110;Larajasse;2022;2;1439;284;1155;78;13;91;1064;19.74;80.26;5.42;6.75;0.9;1.13;6.32;7.88;73.94;92.12;1;M;MACRON;Emmanuel;566;39.33;53.2;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;110;Larajasse;2022;2;1439;284;1155;78;13;91;1064;19.74;80.26;5.42;6.75;0.9;1.13;6.32;7.88;73.94;92.12;2;F;LE PEN;Marine;498;34.61;46.8;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;111;Légny;2022;2;501;88;413;25;6;31;382;17.56;82.44;4.99;6.05;1.2;1.45;6.19;7.51;76.25;92.49;1;M;MACRON;Emmanuel;215;42.91;56.28;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;111;Légny;2022;2;501;88;413;25;6;31;382;17.56;82.44;4.99;6.05;1.2;1.45;6.19;7.51;76.25;92.49;2;F;LE PEN;Marine;167;33.33;43.72;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;112;Lentilly;2022;2;5090;1067;4023;221;53;274;3749;20.96;79.04;4.34;5.49;1.04;1.32;5.38;6.81;73.65;93.19;1;M;MACRON;Emmanuel;2515;49.41;67.08;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;112;Lentilly;2022;2;5090;1067;4023;221;53;274;3749;20.96;79.04;4.34;5.49;1.04;1.32;5.38;6.81;73.65;93.19;2;F;LE PEN;Marine;1234;24.24;32.92;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;113;Létra;2022;2;608;121;487;37;7;44;443;19.9;80.1;6.09;7.6;1.15;1.44;7.24;9.03;72.86;90.97;1;M;MACRON;Emmanuel;282;46.38;63.66;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;113;Létra;2022;2;608;121;487;37;7;44;443;19.9;80.1;6.09;7.6;1.15;1.44;7.24;9.03;72.86;90.97;2;F;LE PEN;Marine;161;26.48;36.34;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;115;Limas;2022;2;3393;806;2587;135;38;173;2414;23.75;76.25;3.98;5.22;1.12;1.47;5.1;6.69;71.15;93.31;1;M;MACRON;Emmanuel;1478;43.56;61.23;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;115;Limas;2022;2;3393;806;2587;135;38;173;2414;23.75;76.25;3.98;5.22;1.12;1.47;5.1;6.69;71.15;93.31;2;F;LE PEN;Marine;936;27.59;38.77;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;116;Limonest;2022;2;2733;518;2215;102;29;131;2084;18.95;81.05;3.73;4.6;1.06;1.31;4.79;5.91;76.25;94.09;1;M;MACRON;Emmanuel;1386;50.71;66.51;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;116;Limonest;2022;2;2733;518;2215;102;29;131;2084;18.95;81.05;3.73;4.6;1.06;1.31;4.79;5.91;76.25;94.09;2;F;LE PEN;Marine;698;25.54;33.49;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;117;Lissieu;2022;2;2550;500;2050;103;24;127;1923;19.61;80.39;4.04;5.02;0.94;1.17;4.98;6.2;75.41;93.8;1;M;MACRON;Emmanuel;1305;51.18;67.86;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;117;Lissieu;2022;2;2550;500;2050;103;24;127;1923;19.61;80.39;4.04;5.02;0.94;1.17;4.98;6.2;75.41;93.8;2;F;LE PEN;Marine;618;24.24;32.14;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;118;Loire-sur-Rhône;2022;2;1965;444;1521;99;23;122;1399;22.6;77.4;5.04;6.51;1.17;1.51;6.21;8.02;71.2;91.98;1;M;MACRON;Emmanuel;630;32.06;45.03;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;118;Loire-sur-Rhône;2022;2;1965;444;1521;99;23;122;1399;22.6;77.4;5.04;6.51;1.17;1.51;6.21;8.02;71.2;91.98;2;F;LE PEN;Marine;769;39.13;54.97;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;119;Longes;2022;2;684;118;566;37;3;40;526;17.25;82.75;5.41;6.54;0.44;0.53;5.85;7.07;76.9;92.93;1;M;MACRON;Emmanuel;226;33.04;42.97;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;119;Longes;2022;2;684;118;566;37;3;40;526;17.25;82.75;5.41;6.54;0.44;0.53;5.85;7.07;76.9;92.93;2;F;LE PEN;Marine;300;43.86;57.03;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;120;Longessaigne;2022;2;432;72;360;23;6;29;331;16.67;83.33;5.32;6.39;1.39;1.67;6.71;8.06;76.62;91.94;1;M;MACRON;Emmanuel;183;42.36;55.29;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;120;Longessaigne;2022;2;432;72;360;23;6;29;331;16.67;83.33;5.32;6.39;1.39;1.67;6.71;8.06;76.62;91.94;2;F;LE PEN;Marine;148;34.26;44.71;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;121;Lozanne;2022;2;2172;495;1677;77;20;97;1580;22.79;77.21;3.55;4.59;0.92;1.19;4.47;5.78;72.74;94.22;1;M;MACRON;Emmanuel;947;43.6;59.94;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;121;Lozanne;2022;2;2172;495;1677;77;20;97;1580;22.79;77.21;3.55;4.59;0.92;1.19;4.47;5.78;72.74;94.22;2;F;LE PEN;Marine;633;29.14;40.06;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;122;Lucenay;2022;2;1584;286;1298;65;16;81;1217;18.06;81.94;4.1;5.01;1.01;1.23;5.11;6.24;76.83;93.76;1;M;MACRON;Emmanuel;722;45.58;59.33;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;122;Lucenay;2022;2;1584;286;1298;65;16;81;1217;18.06;81.94;4.1;5.01;1.01;1.23;5.11;6.24;76.83;93.76;2;F;LE PEN;Marine;495;31.25;40.67;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;123;Lyon;2022;2;292802;70850;221952;12377;3397;15774;206178;24.2;75.8;4.23;5.58;1.16;1.53;5.39;7.11;70.42;92.89;1;M;MACRON;Emmanuel;164535;56.19;79.8;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;123;Lyon;2022;2;292802;70850;221952;12377;3397;15774;206178;24.2;75.8;4.23;5.58;1.16;1.53;5.39;7.11;70.42;92.89;2;F;LE PEN;Marine;41643;14.22;20.2;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;124;Marchampt;2022;2;389;85;304;18;8;26;278;21.85;78.15;4.63;5.92;2.06;2.63;6.68;8.55;71.47;91.45;1;M;MACRON;Emmanuel;159;40.87;57.19;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;124;Marchampt;2022;2;389;85;304;18;8;26;278;21.85;78.15;4.63;5.92;2.06;2.63;6.68;8.55;71.47;91.45;2;F;LE PEN;Marine;119;30.59;42.81;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;125;Marcilly-d'Azergues;2022;2;789;157;632;32;4;36;596;19.9;80.1;4.06;5.06;0.51;0.63;4.56;5.7;75.54;94.3;1;M;MACRON;Emmanuel;388;49.18;65.1;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;125;Marcilly-d'Azergues;2022;2;789;157;632;32;4;36;596;19.9;80.1;4.06;5.06;0.51;0.63;4.56;5.7;75.54;94.3;2;F;LE PEN;Marine;208;26.36;34.9;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;126;Marcy;2022;2;668;103;565;34;14;48;517;15.42;84.58;5.09;6.02;2.1;2.48;7.19;8.5;77.4;91.5;1;M;MACRON;Emmanuel;348;52.1;67.31;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;126;Marcy;2022;2;668;103;565;34;14;48;517;15.42;84.58;5.09;6.02;2.1;2.48;7.19;8.5;77.4;91.5;2;F;LE PEN;Marine;169;25.3;32.69;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;127;Marcy-l'Etoile;2022;2;2375;513;1862;96;16;112;1750;21.6;78.4;4.04;5.16;0.67;0.86;4.72;6.02;73.68;93.98;1;M;MACRON;Emmanuel;1239;52.17;70.8;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;127;Marcy-l'Etoile;2022;2;2375;513;1862;96;16;112;1750;21.6;78.4;4.04;5.16;0.67;0.86;4.72;6.02;73.68;93.98;2;F;LE PEN;Marine;511;21.52;29.2;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;130;Meaux-la-Montagne;2022;2;191;28;163;14;3;17;146;14.66;85.34;7.33;8.59;1.57;1.84;8.9;10.43;76.44;89.57;1;M;MACRON;Emmanuel;67;35.08;45.89;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;130;Meaux-la-Montagne;2022;2;191;28;163;14;3;17;146;14.66;85.34;7.33;8.59;1.57;1.84;8.9;10.43;76.44;89.57;2;F;LE PEN;Marine;79;41.36;54.11;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;131;Messimy;2022;2;2744;540;2204;124;24;148;2056;19.68;80.32;4.52;5.63;0.87;1.09;5.39;6.72;74.93;93.28;1;M;MACRON;Emmanuel;1178;42.93;57.3;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;131;Messimy;2022;2;2744;540;2204;124;24;148;2056;19.68;80.32;4.52;5.63;0.87;1.09;5.39;6.72;74.93;93.28;2;F;LE PEN;Marine;878;32.0;42.7;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;132;Meys;2022;2;609;116;493;29;5;34;459;19.05;80.95;4.76;5.88;0.82;1.01;5.58;6.9;75.37;93.1;1;M;MACRON;Emmanuel;189;31.03;41.18;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;132;Meys;2022;2;609;116;493;29;5;34;459;19.05;80.95;4.76;5.88;0.82;1.01;5.58;6.9;75.37;93.1;2;F;LE PEN;Marine;270;44.33;58.82;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;133;Millery;2022;2;3322;705;2617;111;30;141;2476;21.22;78.78;3.34;4.24;0.9;1.15;4.24;5.39;74.53;94.61;1;M;MACRON;Emmanuel;1749;52.65;70.64;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;133;Millery;2022;2;3322;705;2617;111;30;141;2476;21.22;78.78;3.34;4.24;0.9;1.15;4.24;5.39;74.53;94.61;2;F;LE PEN;Marine;727;21.88;29.36;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;134;Moiré;2022;2;194;33;161;8;1;9;152;17.01;82.99;4.12;4.97;0.52;0.62;4.64;5.59;78.35;94.41;1;M;MACRON;Emmanuel;98;50.52;64.47;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;134;Moiré;2022;2;194;33;161;8;1;9;152;17.01;82.99;4.12;4.97;0.52;0.62;4.64;5.59;78.35;94.41;2;F;LE PEN;Marine;54;27.84;35.53;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;135;Deux-Grosnes;2022;2;1343;299;1044;58;20;78;966;22.26;77.74;4.32;5.56;1.49;1.92;5.81;7.47;71.93;92.53;1;M;MACRON;Emmanuel;489;36.41;50.62;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;135;Deux-Grosnes;2022;2;1343;299;1044;58;20;78;966;22.26;77.74;4.32;5.56;1.49;1.92;5.81;7.47;71.93;92.53;2;F;LE PEN;Marine;477;35.52;49.38;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;136;Montagny;2022;2;2217;471;1746;118;25;143;1603;21.24;78.76;5.32;6.76;1.13;1.43;6.45;8.19;72.3;91.81;1;M;MACRON;Emmanuel;933;42.08;58.2;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;136;Montagny;2022;2;2217;471;1746;118;25;143;1603;21.24;78.76;5.32;6.76;1.13;1.43;6.45;8.19;72.3;91.81;2;F;LE PEN;Marine;670;30.22;41.8;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;137;Montmelas-Saint-Sorlin;2022;2;333;62;271;20;5;25;246;18.62;81.38;6.01;7.38;1.5;1.85;7.51;9.23;73.87;90.77;1;M;MACRON;Emmanuel;164;49.25;66.67;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;137;Montmelas-Saint-Sorlin;2022;2;333;62;271;20;5;25;246;18.62;81.38;6.01;7.38;1.5;1.85;7.51;9.23;73.87;90.77;2;F;LE PEN;Marine;82;24.62;33.33;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;138;Montromant;2022;2;348;67;281;25;6;31;250;19.25;80.75;7.18;8.9;1.72;2.14;8.91;11.03;71.84;88.97;1;M;MACRON;Emmanuel;155;44.54;62.0;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;138;Montromant;2022;2;348;67;281;25;6;31;250;19.25;80.75;7.18;8.9;1.72;2.14;8.91;11.03;71.84;88.97;2;F;LE PEN;Marine;95;27.3;38.0;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;139;Montrottier;2022;2;1082;242;840;50;16;66;774;22.37;77.63;4.62;5.95;1.48;1.9;6.1;7.86;71.53;92.14;1;M;MACRON;Emmanuel;412;38.08;53.23;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;139;Montrottier;2022;2;1082;242;840;50;16;66;774;22.37;77.63;4.62;5.95;1.48;1.9;6.1;7.86;71.53;92.14;2;F;LE PEN;Marine;362;33.46;46.77;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;140;Morancé;2022;2;1784;300;1484;83;17;100;1384;16.82;83.18;4.65;5.59;0.95;1.15;5.61;6.74;77.58;93.26;1;M;MACRON;Emmanuel;920;51.57;66.47;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;140;Morancé;2022;2;1784;300;1484;83;17;100;1384;16.82;83.18;4.65;5.59;0.95;1.15;5.61;6.74;77.58;93.26;2;F;LE PEN;Marine;464;26.01;33.53;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;141;Mornant;2022;2;4834;1107;3727;278;51;329;3398;22.9;77.1;5.75;7.46;1.06;1.37;6.81;8.83;70.29;91.17;1;M;MACRON;Emmanuel;2174;44.97;63.98;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;141;Mornant;2022;2;4834;1107;3727;278;51;329;3398;22.9;77.1;5.75;7.46;1.06;1.37;6.81;8.83;70.29;91.17;2;F;LE PEN;Marine;1224;25.32;36.02;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;142;La Mulatière;2022;2;3834;1142;2692;164;44;208;2484;29.79;70.21;4.28;6.09;1.15;1.63;5.43;7.73;64.79;92.27;1;M;MACRON;Emmanuel;1708;44.55;68.76;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;142;La Mulatière;2022;2;3834;1142;2692;164;44;208;2484;29.79;70.21;4.28;6.09;1.15;1.63;5.43;7.73;64.79;92.27;2;F;LE PEN;Marine;776;20.24;31.24;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;143;Neuville-sur-Saône;2022;2;5143;1514;3629;208;58;266;3363;29.44;70.56;4.04;5.73;1.13;1.6;5.17;7.33;65.39;92.67;1;M;MACRON;Emmanuel;2317;45.05;68.9;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;143;Neuville-sur-Saône;2022;2;5143;1514;3629;208;58;266;3363;29.44;70.56;4.04;5.73;1.13;1.6;5.17;7.33;65.39;92.67;2;F;LE PEN;Marine;1046;20.34;31.1;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;145;Odenas;2022;2;628;130;498;30;4;34;464;20.7;79.3;4.78;6.02;0.64;0.8;5.41;6.83;73.89;93.17;1;M;MACRON;Emmanuel;276;43.95;59.48;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;145;Odenas;2022;2;628;130;498;30;4;34;464;20.7;79.3;4.78;6.02;0.64;0.8;5.41;6.83;73.89;93.17;2;F;LE PEN;Marine;188;29.94;40.52;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;148;Orliénas;2022;2;1983;339;1644;89;16;105;1539;17.1;82.9;4.49;5.41;0.81;0.97;5.3;6.39;77.61;93.61;1;M;MACRON;Emmanuel;1018;51.34;66.15;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;148;Orliénas;2022;2;1983;339;1644;89;16;105;1539;17.1;82.9;4.49;5.41;0.81;0.97;5.3;6.39;77.61;93.61;2;F;LE PEN;Marine;521;26.27;33.85;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;149;Oullins;2022;2;16911;4488;12423;811;231;1042;11381;26.54;73.46;4.8;6.53;1.37;1.86;6.16;8.39;67.3;91.61;1;M;MACRON;Emmanuel;8062;47.67;70.84;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;149;Oullins;2022;2;16911;4488;12423;811;231;1042;11381;26.54;73.46;4.8;6.53;1.37;1.86;6.16;8.39;67.3;91.61;2;F;LE PEN;Marine;3319;19.63;29.16;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;151;Le Perréon;2022;2;1088;205;883;45;12;57;826;18.84;81.16;4.14;5.1;1.1;1.36;5.24;6.46;75.92;93.54;1;M;MACRON;Emmanuel;400;36.76;48.43;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;151;Le Perréon;2022;2;1088;205;883;45;12;57;826;18.84;81.16;4.14;5.1;1.1;1.36;5.24;6.46;75.92;93.54;2;F;LE PEN;Marine;426;39.15;51.57;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;152;Pierre-Bénite;2022;2;6395;2336;4059;279;87;366;3693;36.53;63.47;4.36;6.87;1.36;2.14;5.72;9.02;57.75;90.98;1;M;MACRON;Emmanuel;2354;36.81;63.74;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;152;Pierre-Bénite;2022;2;6395;2336;4059;279;87;366;3693;36.53;63.47;4.36;6.87;1.36;2.14;5.72;9.02;57.75;90.98;2;F;LE PEN;Marine;1339;20.94;36.26;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;153;Poleymieux-au-Mont-d'Or;2022;2;838;146;692;38;7;45;647;17.42;82.58;4.53;5.49;0.84;1.01;5.37;6.5;77.21;93.5;1;M;MACRON;Emmanuel;450;53.7;69.55;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;153;Poleymieux-au-Mont-d'Or;2022;2;838;146;692;38;7;45;647;17.42;82.58;4.53;5.49;0.84;1.01;5.37;6.5;77.21;93.5;2;F;LE PEN;Marine;197;23.51;30.45;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;154;Pollionnay;2022;2;1786;310;1476;84;18;102;1374;17.36;82.64;4.7;5.69;1.01;1.22;5.71;6.91;76.93;93.09;1;M;MACRON;Emmanuel;883;49.44;64.26;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;154;Pollionnay;2022;2;1786;310;1476;84;18;102;1374;17.36;82.64;4.7;5.69;1.01;1.22;5.71;6.91;76.93;93.09;2;F;LE PEN;Marine;491;27.49;35.74;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;155;Pomeys;2022;2;924;166;758;35;9;44;714;17.97;82.03;3.79;4.62;0.97;1.19;4.76;5.8;77.27;94.2;1;M;MACRON;Emmanuel;453;49.03;63.45;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;155;Pomeys;2022;2;924;166;758;35;9;44;714;17.97;82.03;3.79;4.62;0.97;1.19;4.76;5.8;77.27;94.2;2;F;LE PEN;Marine;261;28.25;36.55;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;156;Pommiers;2022;2;2024;380;1644;96;23;119;1525;18.77;81.23;4.74;5.84;1.14;1.4;5.88;7.24;75.35;92.76;1;M;MACRON;Emmanuel;1062;52.47;69.64;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;156;Pommiers;2022;2;2024;380;1644;96;23;119;1525;18.77;81.23;4.74;5.84;1.14;1.4;5.88;7.24;75.35;92.76;2;F;LE PEN;Marine;463;22.88;30.36;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;157;Vindry-sur-Turdine;2022;2;3931;823;3108;191;51;242;2866;20.94;79.06;4.86;6.15;1.3;1.64;6.16;7.79;72.91;92.21;1;M;MACRON;Emmanuel;1635;41.59;57.05;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;157;Vindry-sur-Turdine;2022;2;3931;823;3108;191;51;242;2866;20.94;79.06;4.86;6.15;1.3;1.64;6.16;7.79;72.91;92.21;2;F;LE PEN;Marine;1231;31.32;42.95;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;159;Porte des Pierres Dorées;2022;2;3046;571;2475;133;44;177;2298;18.75;81.25;4.37;5.37;1.44;1.78;5.81;7.15;75.44;92.85;1;M;MACRON;Emmanuel;1278;41.96;55.61;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;159;Porte des Pierres Dorées;2022;2;3046;571;2475;133;44;177;2298;18.75;81.25;4.37;5.37;1.44;1.78;5.81;7.15;75.44;92.85;2;F;LE PEN;Marine;1020;33.49;44.39;FN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
69;Rhône;160;Poule-les-Echarmeaux;2022;2;833;187;646;42;8;50;596;22.45;77.55;5.04;6.5;0.96;1.24;6.0;7.74;71.55;92.26;1;M;MACRON;Emmanuel;292;35.05;48.99;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-28T02:12:19
